t,goodput_mbps,cwnd,rtt_ms,rttvar_ms,retrans,loss
0.532,0.97851325774808,15,118.475,0.993,7,13.155293167745835
1.058,1.232375885183908,18,117.984,0.665,7,0.0
1.607,1.682310966235251,20,124.148,11.902,7,0.0
2.12,1.629724511284353,21,117.416,0.77,7,0.0
2.622,1.9152635168047276,23,117.217,1.193,7,0.0
3.208,0.4360700124740768,24,117.137,0.536,7,0.0
3.775,0.34626325432400046,24,117.456,0.961,7,0.0
4.295,2.0779662322308234,27,117.072,0.24,7,0.0
4.804,2.435809089060415,29,117.829,0.399,7,0.0
5.317,2.256851155900585,31,117.937,0.947,7,0.0
5.834,2.6450882671341565,34,117.384,0.765,7,0.0
6.346,2.935029621938905,36,117.9,1.153,7,0.0
6.848,2.9720266662263057,38,118.344,0.59,7,0.0
7.363,3.0535874970287527,41,117.852,0.652,7,0.0
7.875,3.6817037788742955,49,117.73,0.639,7,0.0
8.409,4.271334147610548,60,117.671,0.817,7,0.0
8.925,5.551391541486359,76,117.785,0.549,7,0.0
9.434,7.014803956958264,94,118.253,0.938,7,0.0
9.956,8.071519275655914,116,118.49,1.021,7,0.0
10.458,10.520708187286615,142,119.312,1.878,7,0.0
10.964,12.703114073323475,172,119.367,0.695,7,0.0
11.478,15.166382419453553,206,118.474,0.527,7,0.0
11.985,17.743418597976156,244,119.153,0.876,7,0.0
12.486,21.649442922478162,288,119.84,1.104,7,0.0
12.986,25.50299908055258,338,120.561,1.034,7,0.0
13.487,29.37081777808187,392,121.565,0.939,7,0.0
13.987,32.47037149400616,452,120.948,0.456,7,0.0
14.487,38.6973891805159,519,120.564,0.756,7,0.0
14.988,42.16668174958914,590,131.268,0.555,7,0.0
15.489,42.65649829389867,667,148.634,0.533,7,0.0
16.004,25.507703313935625,507,159.734,0.774,26,36.89820138588575
16.504,48.69794714046867,363,119.905,0.878,134,215.78402582635425
17.005,30.33814299729461,381,119.107,0.931,134,0.0
17.513,31.169429228173062,396,118.96,0.491,134,0.0
18.016,32.04207751360424,408,118.829,1.392,134,0.0
18.517,33.60256969706653,418,117.888,0.286,134,0.0
