t,goodput_mbps,cwnd,rtt_ms,rttvar_ms,retrans,loss
13.2,0.65536,207,0.844,0.122,2,0.0
13.4,35.38944,207,0.423,0.029,2,0.0
13.6,0.65536,207,0.423,0.029,2,0.0
13.8,0.65536,207,0.423,0.029,2,0.0
14.0,0.65536,207,0.423,0.029,2,0.0
14.2,34.07872,211,0.477,0.035,2,0.0
14.4,0.65536,211,0.477,0.035,2,0.0
14.6,50.44544,52,0.401,0.053,2,0.0
14.8,0.65536,52,0.401,0.053,2,0.0
15.0,0.65536,52,0.401,0.053,2,0.0
15.2,0.65536,52,0.401,0.053,2,0.0
15.4,0.65536,52,0.401,0.053,2,0.0
15.6,34.07872,209,0.492,0.031,2,0.0
15.8,0.65536,209,0.492,0.031,2,0.0
16.0,36.0448,146,0.459,0.023,3,5.0
16.2,0.65536,146,0.459,0.023,3,0.0
16.4,0.65536,146,0.459,0.023,3,0.0
16.6,34.5024,146,0.581,0.12,3,0.0
16.8,0.7712,146,0.598,0.123,3,0.0
17.0,36.16064,51,0.466,0.05,4,5.0
17.2,0.65536,51,0.466,0.05,4,0.0
17.4,0.65536,51,0.466,0.05,4,0.0
17.6,35.38944,32,0.49,0.025,5,5.0
17.8,0.65536,32,0.49,0.025,5,0.0
18.0,35.38944,23,0.52,0.052,6,5.0
18.2,0.65536,23,0.52,0.052,6,0.0
18.4,0.65536,23,0.52,0.052,6,0.0
18.6,35.38944,23,0.434,0.027,6,0.0
18.8,0.65536,23,0.434,0.027,6,0.0
19.0,35.40768,24,0.429,0.036,6,0.0
19.2,1.00288,24,0.435,0.039,6,0.0
19.4,35.67904,27,0.511,0.056,6,0.0
19.6,0.65536,27,0.511,0.056,6,0.0
19.8,0.65536,27,0.511,0.056,6,0.0
20.0,34.73408,27,0.512,0.029,6,0.0
20.2,0.65536,27,0.512,0.029,6,0.0
20.4,37.31904,27,0.457,0.05,6,0.0
20.6,36.70016,23,0.518,0.042,7,5.0
20.8,0.65536,23,0.518,0.042,7,0.0
21.0,35.38944,25,0.483,0.032,7,0.0
21.2,0.65536,25,0.483,0.032,7,0.0
21.4,0.65536,25,0.483,0.032,7,0.0
21.6,35.38944,25,0.511,0.088,7,0.0
21.8,0.65536,25,0.511,0.088,7,0.0
22.0,36.0448,24,0.46,0.03,8,5.0
22.2,0.65536,24,0.46,0.03,8,0.0
22.4,35.15776,24,0.449,0.062,8,0.0
22.6,0.7712,24,0.455,0.058,8,0.0
22.8,36.16064,25,0.454,0.042,9,5.0
23.0,0.65536,25,0.454,0.042,9,0.0
23.2,36.0448,25,0.471,0.059,9,0.0
23.4,0.65536,25,0.471,0.059,9,0.0
23.6,35.15776,18,0.487,0.078,10,5.0
23.8,0.65536,18,0.487,0.078,10,0.0
24.0,35.38944,23,0.431,0.091,10,0.0
24.2,0.65536,23,0.431,0.091,10,0.0
24.4,0.65536,23,0.431,0.091,10,0.0
24.6,36.7216,27,0.471,0.077,10,0.0
24.8,0.65536,27,0.471,0.077,10,0.0
25.0,35.38944,27,0.493,0.104,10,0.0
25.2,0.65536,27,0.493,0.104,10,0.0
25.4,36.0448,27,0.445,0.067,10,0.0
25.6,36.70016,33,0.499,0.028,10,0.0
25.8,0.65536,33,0.499,0.028,10,0.0
26.0,0.65536,33,0.499,0.028,10,0.0
26.2,34.73408,33,0.604,0.048,10,0.0
26.4,0.65536,33,0.604,0.048,10,0.0
26.6,36.0448,33,0.426,0.026,10,0.0
26.8,0.65536,33,0.426,0.026,10,0.0
27.0,36.0448,33,0.462,0.033,10,0.0
27.2,0.65536,33,0.462,0.033,10,0.0
27.4,35.38944,25,0.474,0.044,11,5.0
27.6,0.65536,25,0.474,0.044,11,0.0
27.8,36.0448,18,0.443,0.094,12,5.0
28.0,36.70016,25,0.475,0.039,13,5.0
28.2,0.65536,25,0.475,0.039,13,0.0
28.4,0.65536,25,0.475,0.039,13,0.0
28.6,34.73408,25,0.504,0.073,13,0.0
28.8,0.65536,25,0.504,0.073,13,0.0
29.0,36.0448,25,0.531,0.068,13,0.0
29.2,36.70016,25,0.425,0.031,13,0.0
29.4,0.65536,25,0.425,0.031,13,0.0
29.6,35.38944,25,0.526,0.096,13,0.0
29.8,0.65536,25,0.526,0.096,13,0.0
30.0,35.38944,25,0.405,0.033,13,0.0
30.2,0.65536,25,0.405,0.033,13,0.0
30.4,37.14528,18,0.47,0.065,14,5.0
30.6,35.38944,24,0.427,0.03,14,0.0
30.8,0.65536,24,0.422,0.03,14,0.0
31.0,0.65536,24,0.422,0.03,14,0.0
31.2,36.77952,38,0.465,0.048,14,0.0
31.4,0.65536,38,0.465,0.048,14,0.0
31.6,36.0448,40,0.48,0.045,14,0.0
31.8,0.65536,40,0.48,0.045,14,0.0
32.0,0.65536,40,0.48,0.045,14,0.0
32.2,0.65536,40,0.48,0.045,14,0.0
32.4,34.73408,34,0.509,0.069,14,0.0
32.6,0.65536,34,0.509,0.069,14,0.0
32.8,0.65536,34,0.509,0.069,14,0.0
33.0,34.73408,34,0.43,0.063,14,0.0
33.2,0.65536,34,0.43,0.063,14,0.0
33.4,0.65536,34,0.43,0.063,14,0.0
33.6,35.38944,24,0.707,0.406,15,5.0
33.8,0.65536,24,0.707,0.406,15,0.0
34.0,0.65536,24,0.707,0.406,15,0.0
34.2,35.38944,24,0.564,0.114,15,0.0
34.4,0.65536,24,0.564,0.114,15,0.0
34.6,35.38944,24,0.484,0.059,15,0.0
34.8,0.65536,24,0.484,0.059,15,0.0
35.0,0.65536,24,0.484,0.059,15,0.0
35.2,35.38944,23,0.46,0.033,16,5.0
35.4,0.65536,23,0.46,0.033,16,0.0
35.6,0.65536,23,0.46,0.033,16,0.0
35.8,0.65536,23,0.46,0.033,16,0.0
36.0,34.73408,21,0.488,0.055,17,5.0
36.2,0.65536,21,0.488,0.055,17,0.0
36.4,35.38944,24,0.511,0.036,17,0.0
36.6,0.65536,24,0.511,0.036,17,0.0
36.8,0.65536,24,0.511,0.036,17,0.0
37.0,35.15776,18,0.397,0.038,19,10.0
37.2,0.65536,18,0.397,0.038,19,0.0
37.4,36.27648,24,0.516,0.037,19,0.0
37.6,0.65536,24,0.516,0.037,19,0.0
37.8,0.65536,24,0.516,0.037,19,0.0
38.0,34.73408,24,0.491,0.041,20,5.0
38.2,0.65536,24,0.491,0.041,20,0.0
38.4,36.0448,24,0.544,0.046,20,0.0
38.6,0.65536,24,0.544,0.046,20,0.0
38.8,0.65536,24,0.544,0.046,20,0.0
39.0,35.38944,24,0.409,0.015,20,0.0
39.2,0.65536,24,0.409,0.015,20,0.0
39.4,34.73408,24,0.497,0.071,20,0.0
39.6,0.65536,24,0.497,0.071,20,0.0
39.8,0.65536,24,0.497,0.071,20,0.0
40.0,36.60576,22,0.529,0.028,21,5.0
40.2,0.65536,22,0.529,0.028,21,0.0
40.4,36.0448,25,0.441,0.03,21,0.0
40.6,0.65536,25,0.441,0.03,21,0.0
40.8,0.65536,25,0.441,0.03,21,0.0
41.0,34.73408,25,0.442,0.021,21,0.0
41.2,0.65536,25,0.442,0.021,21,0.0
41.4,36.0448,25,0.469,0.05,21,0.0
41.6,0.65536,25,0.469,0.05,21,0.0
41.8,0.65536,25,0.469,0.05,21,0.0
42.0,34.73408,25,0.399,0.023,21,0.0
42.2,0.65536,25,0.399,0.023,21,0.0
42.4,0.65536,25,0.399,0.023,21,0.0
42.6,34.27072,42,0.436,0.066,21,0.0
42.8,0.65536,42,0.436,0.066,21,0.0
43.0,0.65536,42,0.436,0.066,21,0.0
43.2,0.65536,42,0.436,0.066,21,0.0
43.4,34.07872,79,0.446,0.033,21,0.0
43.6,0.82912,84,0.49,0.068,21,0.0
43.8,0.65536,84,0.49,0.068,21,0.0
44.0,0.65536,84,0.49,0.068,21,0.0
44.2,0.65536,84,0.49,0.068,21,0.0
44.4,38.48064,84,0.538,0.081,21,0.0
44.6,0.65536,84,0.538,0.081,21,0.0
44.8,0.65536,84,0.538,0.081,21,0.0
45.0,34.73408,84,0.433,0.024,21,0.0
