t,goodput_mbps,cwnd,rtt_ms,rttvar_ms,retrans,loss
0.538,0.9869051265683041,32,195.266,4.097,1,1.8603441431571663
1.071,1.7325822518077294,33,136.929,1.587,1,0.0
1.611,2.4364629081721,35,134.236,1.294,1,0.0
2.145,2.610171188456355,37,133.501,0.734,1,0.0
2.682,2.745632547114493,40,133.405,1.062,1,0.0
3.206,2.9064703400025027,42,138.634,6.679,1,0.0
3.727,3.0699522424518335,46,137.138,7.116,1,0.0
4.259,3.492532457452376,53,137.449,5.633,1,0.0
4.782,4.112471502612945,64,133.914,2.42,1,0.0
5.286,4.9733516462434215,76,135.259,1.574,1,0.0
5.803,5.610722604354377,91,136.123,3.395,1,0.0
6.304,7.32030160418167,110,132.85,0.559,1,0.0
6.808,8.776166431842665,133,135.918,2.342,1,0.0
7.313,10.54693773277311,159,135.601,1.174,1,0.0
7.819,11.54215230439316,188,133.831,1.006,1,0.0
8.321,15.175541871687123,224,133.515,0.758,1,0.0
8.823,17.778673125685117,264,134.338,1.095,1,0.0
9.324,18.71495701884759,306,134.502,1.043,1,0.0
9.827,24.531450718945194,357,133.481,0.609,1,0.0
10.327,27.200171420231914,413,137.818,0.611,1,0.0
10.841,29.903441939912078,473,142.533,6.662,1,0.0
11.347,37.03451515182106,543,135.263,0.562,1,0.0
11.848,41.061548872986,618,136.5,0.627,1,0.0
12.348,42.03656168780624,695,156.087,0.861,1,0.0
12.889,30.49118415772365,569,170.118,0.834,2,1.8474668546007136
13.417,11.982202999725008,532,158.287,4.427,6,7.575694331871376
13.932,32.48441096595019,535,164.735,1.392,9,5.831812917210666
14.432,0.07849053485108314,378,152.292,4.181,13,7.989671707154229
14.933,0.058857586374070285,378,146.299,5.245,16,5.991203824722137
15.434,0.07846355657304989,378,143.789,3.883,20,7.986925546930974
16.036,0.016310687824789966,378,142.941,3.973,21,1.6602898844452325
16.608,0.017184773617632845,378,142.198,4.035,22,1.7492644154756558
17.108,0.07849614208418007,378,139.038,4.309,26,7.990242475995529
17.609,0.07848182653745353,378,136.681,4.106,30,7.988785274577924
18.11,0.058864172830805396,378,135.136,3.983,33,5.991874270236705
18.611,0.0784542567304223,378,134.142,2.569,37,7.985978901712367
19.111,0.07849647854364233,378,133.574,1.519,41,7.990276724719294
19.612,0.058865658490730464,378,133.619,0.924,44,5.992025497834941
20.113,0.05886257512929435,378,144.204,19.021,47,5.991711637753904
20.613,0.05886436904574262,378,162.224,35.279,50,5.99189424325556
21.114,0.039242277342676726,378,170.969,35.034,52,3.9945314884646503
21.615,0.05887179814489905,378,180.237,28.78,55,5.9926504626322314
22.115,0.0392431369448332,378,184.65,23.905,57,3.9946189886841617
22.616,0.05886277133358031,378,189.26,16.927,60,5.99173160968855
23.117,0.05885968827458531,378,180.899,16.816,63,5.991417780393457
23.618,0.03923721392909755,378,180.766,17.2,65,3.9940160758446197
24.118,0.058858763419863645,378,178.65,26.292,68,5.9913236380154355
24.619,0.05886380843510671,378,177.492,23.818,71,5.991837177840666
25.12,0.05886902252618435,378,181.05,21.751,74,5.992367928153945
25.62,0.03923809199203713,378,185.257,19.527,76,3.9941054552155055
26.121,0.05886291148029967,378,189.876,15.079,79,5.99174587543767
26.622,0.0588201136807785,378,177.088,15.912,82,5.987389421903349
27.123,0.07845649745474763,378,159.163,18.259,86,7.986206988471868
27.624,0.058847023094266045,378,168.367,23.263,89,5.990128572299068
28.124,0.05885921183064442,378,160.126,18.477,92,5.991369282435304
