t,goodput_mbps,cwnd,rtt_ms,rttvar_ms,retrans,loss
0.547,0.5388820361418314,40,197.772,1.26,0,0.0
1.094,5.02838853285589,179,200.355,8.089,0,0.0
1.627,9.933820527791955,206,173.065,8.192,0,0.0
2.137,12.512559741449593,238,175.236,2.971,0,0.0
2.64,13.977113350838362,274,170.642,0.477,0,0.0
3.14,16.264495620715135,316,171.465,0.306,0,0.0
3.641,17.269726994770064,360,170.731,0.891,0,0.0
4.145,21.166097598772083,414,174.406,5.403,0,0.0
4.691,7.106826880821595,303,209.05,6.945,3,5.494289531827192
5.192,0.03923136740570702,303,203.288,7.934,5,3.9934209492779944
5.693,0.05885853921703535,303,191.105,10.155,8,5.991300816066302
6.193,0.05885576484838327,303,182.816,11.235,11,5.991018408833803
6.694,0.05886610700657689,303,177.36,11.533,14,5.9920711529496025
7.2,19.108652798761657,308,173.639,10.239,16,3.9491915054283324
7.708,4.083050673561576,221,203.079,1.846,18,3.9406817242286443
8.209,0.03922677359720076,221,205.639,7.697,20,3.9929533384772755
8.71,0.05886024880674394,221,204.381,6.422,23,5.991474837820027
9.21,0.03924343594571518,221,201.886,6.636,25,3.994649424441692
9.711,0.07847196194176236,221,186.843,9.42,29,7.987781142280371
10.212,0.058855848916317864,221,179.839,10.257,32,5.991026966237568
10.713,0.05885341104371589,221,175.271,10.428,35,5.990778811453166
11.213,0.05885638135214739,221,172.541,8.502,38,5.991081163695784
11.714,0.058853719269328385,221,170.786,5.922,41,5.990810186210138
12.215,0.058865854715572284,221,169.302,4.783,44,5.992045471861999
12.715,0.05886086540444948,221,168.228,3.562,47,5.99153760224445
13.216,0.05885694182132257,221,167.449,2.745,50,5.991138214711173
13.717,0.0588486479674371,221,166.926,1.777,53,5.99029397062674
14.218,0.058854700008665294,221,166.812,1.331,56,5.990910017168698
14.718,0.05885436375149618,221,166.872,1.354,59,5.9908757890366635
15.219,0.05884845185729309,221,166.489,1.03,62,5.990274008274948
15.72,0.058856493445128485,221,166.247,1.004,65,5.9910925738119385
16.221,0.05885710996415661,221,166.043,0.751,68,5.991155330227668
16.722,0.058835735504478556,221,166.044,0.714,71,5.9889795912539245
17.222,0.058857586374070285,221,166.141,0.836,74,5.991203824722137
17.723,0.05885988445962644,221,165.764,0.85,77,5.9914377503691405
18.224,0.05886554636283678,221,165.733,0.601,80,5.992014084164981
18.748,0.0,221,165.733,0.601,80,0.0
19.267,0.018952013573934293,221,165.766,0.518,81,1.9291544761740933
19.768,0.05882848348284609,221,165.83,0.576,84,5.988241396869512
20.269,0.058814964217013134,221,166.575,1.48,87,5.986865250103128
20.77,0.058854083540123676,221,166.606,0.914,90,5.990847265892068
21.27,0.05886473344838227,221,166.75,0.818,93,5.99193133635813
21.771,0.05885949209085199,221,166.707,0.569,96,5.991397810550895
22.272,0.05884100064022529,221,166.583,0.53,99,5.989515537482215
22.773,0.05883884406111667,221,166.391,0.506,102,5.989296015993146
23.274,0.05884954448759782,221,166.357,0.489,105,5.990385228786423
23.775,0.11765646302846981,221,166.511,0.876,108,5.988215748598829
24.276,0.05882252080459371,221,166.124,0.663,111,5.987634446721672
24.81,34.91424747491197,175,203.216,3.304,112,1.8714980001320751
25.311,0.058849936723757726,160,191.262,5.891,115,5.990425155105632
25.811,0.05885094535503516,160,183.033,7.344,118,5.990527825227521
26.312,0.058849992757921674,160,177.301,8.061,121,5.990430858908965
26.833,23.444925083312086,170,166.717,0.653,121,0.0
27.355,9.747623692180522,178,171.954,1.19,121,0.0
27.863,10.469624500554671,184,170.017,0.643,121,0.0
28.38,10.56178369484185,189,171.481,0.701,121,0.0
28.889,11.06583469574265,192,168.66,0.86,121,0.0
29.405,11.039720329009304,194,169.769,4.019,121,0.0
29.935,10.971831383705842,194,167.606,0.81,121,0.0
30.459,11.031081774396053,194,166.706,0.725,121,0.0
30.962,11.435555258971872,194,166.781,0.593,121,0.0
31.465,11.453140526606477,194,168.43,2.627,121,0.0
31.972,11.392679716649708,194,166.969,1.639,121,0.0
32.481,11.38727699225355,196,168.9,2.101,121,0.0
32.988,11.580921855075951,199,167.213,0.492,121,0.0
33.493,11.702883662685707,202,167.503,0.96,121,0.0
34.008,11.769923482559038,207,169.05,1.463,121,0.0
34.517,12.18428056512762,215,168.883,0.943,121,0.0
35.022,12.714777758823754,224,167.869,1.391,121,0.0
35.522,13.438213153539937,236,168.703,0.334,121,0.0
36.026,13.937159943448407,251,168.007,1.218,121,0.0
36.528,14.974664667668048,269,167.044,0.367,121,0.0
37.029,15.882745710235344,290,168.072,0.623,121,0.0
37.535,17.46575585686357,315,167.366,0.729,121,0.0
38.037,19.074185374144935,345,167.524,0.858,121,0.0
38.537,20.858338527675723,379,168.421,0.47,121,0.0
39.039,22.483213477241762,417,167.816,0.624,121,0.0
39.543,25.231146252909774,461,169.308,1.553,121,0.0
40.045,27.796902818441232,510,168.96,1.098,121,0.0
40.547,30.58482133361719,565,171.361,2.168,121,0.0
41.048,32.95674481888564,624,187.219,0.284,121,0.0
41.549,37.21140047714386,691,169.996,0.355,121,0.0
42.049,40.65247139743704,763,172.757,0.273,121,0.0
42.551,42.9327792347256,788,185.796,1.474,124,5.975651767562
43.053,42.75652860270817,790,180.954,0.554,124,0.0
43.556,42.404903208238295,791,182.85,1.099,124,0.0
44.059,42.70619106545833,793,182.041,0.479,124,0.0
44.559,42.63575090398622,794,181.509,0.905,124,0.0
45.059,42.789262717363215,797,183.192,0.471,124,0.0
45.56,42.61021374386267,803,184.703,0.36,124,0.0
46.061,42.396995840434144,810,186.972,0.503,124,0.0
46.563,42.682377171812306,820,186.837,0.717,124,0.0
47.066,42.45669050273506,833,192.19,1.392,124,0.0
47.567,42.65726954582572,848,194.766,0.944,124,0.0
48.07,42.60576047741205,867,196.85,1.479,124,0.0
48.571,42.51815262080894,888,202.308,0.889,124,0.0
49.105,34.524006505238425,836,197.694,3.939,126,3.7385654005430062
49.625,0.0,771,197.694,3.939,126,0.0
50.146,0.018861038176297026,719,194.357,4.65,127,1.9198939511702997
50.647,0.058861566099341504,624,186.269,6.185,130,5.991608927050234
51.147,0.0588542236454764,624,180.471,7.022,133,5.990861527430416
51.648,0.058856353328968825,624,175.556,7.573,136,5.991078311173537
52.149,0.05885943603859697,624,172.556,7.065,139,5.991392104906043
52.649,0.05886750866265024,624,170.501,6.076,142,5.9922138296671665
