t,goodput_mbps,cwnd,rtt_ms,rttvar_ms,retrans,loss
0.508,0.5410383422837707,38,204.212,15.728,0,0.0
1.046,2.6316326150611857,58,132.947,2.191,0,0.0
1.58,4.6019843497311514,71,137.033,2.876,0,0.0
2.082,5.962726173025891,86,131.141,11.555,0,0.0
2.619,6.874412152024006,105,124.307,0.896,0,0.0
3.129,9.024482559578892,128,124.298,1.128,0,0.0
3.631,11.183160190396567,157,123.763,0.509,0,0.0
4.136,13.247460436174896,191,123.692,0.496,0,0.0
4.637,16.192618427218093,232,124.853,0.707,0,0.0
5.374,8.17892059669284,263,123.171,0.701,0,0.0
5.925,3.8899140549060567,273,124.538,1.084,0,0.0
6.426,23.013956520787474,332,126.824,0.696,0,0.0
6.936,24.511184361735797,396,124.514,0.725,0,0.0
7.461,28.606153375748764,425,165.602,0.541,1,1.9056702529805176
7.961,0.07849550655750977,330,148.488,4.537,5,7.990177784762803
8.462,0.07847827649199525,330,137.954,6.494,9,7.988423910015803
8.963,0.07848447993904833,330,131.778,7.184,13,7.989055368388471
9.463,0.0784950579566442,330,128.034,6.859,17,7.990132120993913
9.964,0.07848425570098727,330,125.746,5.132,21,7.9890325428529385
10.465,0.05886537817179718,330,136.207,22.069,24,5.9919969637415695
10.965,0.05887034021152733,330,157.043,40.618,27,5.99250205736231
11.466,0.03924517397855484,330,166.876,39.893,29,3.994826341465273
11.967,0.05885441979409087,330,166.806,33.351,32,5.990881493698176
12.467,0.05886052907682682,330,177.528,30.131,35,5.991503366940841
12.968,0.03924330513226868,330,182.561,25.672,37,3.9946361087407047
13.469,0.05886610700657689,330,188.083,19.076,40,5.9920711529496025
13.97,0.039227091020907864,330,190.766,15.415,42,3.9929856495223808
14.47,0.05886801327517705,330,183.314,17.433,45,5.9922651949488035
14.971,0.05885492418224599,330,188.492,15.136,48,5.990932836140676
15.491,25.784419468219678,238,156.394,6.449,50,3.842804585927504
15.992,0.07849075912502614,238,149.061,16.883,54,7.9896945363422365
16.493,0.07847468940387671,238,138.594,17.2,58,7.988058774824584
16.993,0.07848791841644472,238,132.184,13.629,62,7.989405376266767
17.494,0.07848788104007079,238,127.917,10.06,66,7.989401571668443
17.995,0.07849270288622039,238,125.497,6.215,70,7.98989239476999
18.496,0.07847625871457854,238,124.478,3.248,74,7.988218517363451
18.996,0.0785074711390343,238,123.327,2.601,78,7.991395677833296
19.497,0.0784824244714487,238,123.013,1.133,82,7.988846139194697
19.997,0.07848832955890743,238,122.869,0.982,86,7.989447227087482
20.498,0.07849109553834373,238,122.715,0.64,90,7.989728780368865
20.999,0.07849356265745681,238,122.665,0.532,94,7.989979912200409
21.499,0.07849019844257174,238,122.766,0.773,98,7.98963746361683
22.0,0.11774511035449402,238,122.825,0.858,103,9.987879203523175
22.501,0.07849431029992923,238,122.704,0.616,107,7.990056015872275
23.001,0.07850126405712392,238,122.881,0.667,111,7.990763849462939
23.502,0.13738414812881344,238,122.823,0.555,115,7.991167294602923
24.002,0.07847939752428504,238,122.8,0.372,119,7.98853802160882
24.503,0.07849389909480692,238,123.008,0.475,123,7.990014158673342
25.004,0.07849154409391972,238,122.78,0.62,127,7.989774439527658
25.504,0.07849109553834373,238,123.25,1.654,131,7.989728780368865
26.005,0.07850713458533051,238,123.051,0.748,135,7.991361419516543
26.505,0.07849397385905416,238,122.895,0.546,139,7.990021769040529
27.006,0.07851222059341213,238,122.704,0.381,143,7.991879132065567
27.507,0.07849472150935992,238,123.36,1.121,147,7.990097873509764
28.007,0.078469384103914,237,123.59,1.596,151,7.98751874021926
28.508,0.07844835676861216,233,122.628,1.492,155,7.985378335567199
29.009,0.15698615339497426,228,122.623,1.227,160,9.987413056988897
29.51,0.07849782441033536,224,122.904,0.841,164,7.990413722550422
30.049,33.80025652100463,189,153.736,2.139,166,3.705524887015745
30.55,0.07848492841901455,170,140.494,5.026,170,7.989101019850829
31.05,0.11775587815985197,170,133.116,6.172,174,7.991034077080074
31.551,0.07849102077957949,170,128.844,6.253,178,7.989721170559802
