t,goodput_mbps,cwnd,rtt_ms,rttvar_ms,retrans,loss
19.789,41.31732833438284,417,106.783,1.105,142,1.9951395188323429
20.29,39.9211851256335,437,105.189,0.286,142,0.0
20.794,41.339057937407155,453,103.367,0.345,142,0.0
21.294,42.738136932057884,466,106.032,1.186,142,0.0
21.796,42.611329545685024,476,108.737,0.541,142,0.0
22.664,21.643089354597777,484,111.082,0.422,142,0.0
23.253,8.216116416980993,486,111.94,0.474,142,0.0
23.755,42.55158653389769,491,113.55,1.026,142,0.0
24.258,42.44021806586667,495,114.594,0.644,142,0.0
24.763,42.37733397855881,498,115.794,0.687,142,0.0
25.265,42.041139896294936,500,115.693,0.629,142,0.0
25.767,42.55882704403389,500,115.648,0.735,142,0.0
26.27,42.58086865897594,500,115.139,0.773,142,0.0
26.77,42.27038219055913,500,116.98,0.936,142,0.0
27.27,42.14291027883127,500,115.549,0.562,142,0.0
27.77,41.080206994720946,500,117.811,2.72,142,0.0
28.274,42.66719926798346,502,114.046,1.575,142,0.0
28.776,42.58210058815107,504,115.474,0.649,142,0.0
29.276,42.67091132652319,508,115.617,0.405,142,0.0
29.777,42.395705120125506,512,117.86,1.163,142,0.0
30.28,42.14333846487677,519,119.877,0.451,142,0.0
30.781,41.94227860930772,528,122.52,0.523,142,0.0
31.282,42.468683040868406,540,124.661,0.389,142,0.0
31.784,42.40408485706857,554,126.265,0.523,142,0.0
32.286,42.26464962969734,572,130.258,0.316,142,0.0
32.788,42.48346987283983,592,135.415,0.573,142,0.0
33.289,42.32941621730231,430,100.954,0.804,143,1.9966524933973384
33.789,41.58822783522701,462,104.464,0.386,143,0.0
34.291,42.66341388089355,490,111.224,0.478,143,0.0
34.793,42.40643639854409,514,119.33,0.57,143,0.0
35.294,42.29087692084918,534,121.908,0.748,143,0.0
35.799,42.038227477124785,551,128.324,1.18,143,0.0
36.301,42.280601074851724,566,129.798,0.445,143,0.0
36.806,42.23375006793146,577,133.555,1.526,143,0.0
37.309,42.45400217907677,586,134.481,1.112,143,0.0
37.812,42.62976077614234,593,136.444,0.661,143,0.0
38.316,41.01237283375641,425,103.952,1.762,144,1.984178811036041
38.817,40.910537897078214,445,104.333,0.338,144,0.0
39.321,41.7993634515601,460,103.353,0.459,144,0.0
39.822,42.95535145340405,473,108.142,0.745,144,0.0
40.324,42.678423832372,483,110.085,0.812,144,0.0
40.825,42.64728859324284,491,111.917,0.486,144,0.0
41.325,42.684723632219104,496,114.302,0.573,144,0.0
41.828,42.248603933672804,501,115.25,0.553,144,0.0
42.33,42.61503221920228,503,115.966,0.869,144,0.0
42.831,42.64699354353759,505,115.985,1.076,144,0.0
43.333,42.81157845769604,505,115.444,0.577,144,0.0
43.836,42.50211314695655,505,116.581,0.667,144,0.0
44.338,42.689652355860645,505,115.978,0.588,144,0.0
44.841,41.43272246958271,505,129.38,0.271,144,0.0
45.343,42.45376576745758,505,117.716,0.267,144,0.0
45.844,42.81712465465663,507,115.729,0.539,144,0.0
46.345,42.62683606598004,509,116.174,0.571,144,0.0
46.846,42.75725836873975,513,118.046,0.624,144,0.0
47.349,42.40871928278219,518,119.7,1.103,144,0.0
47.851,42.530672099316945,525,120.95,0.718,144,0.0
48.352,42.36011662101261,534,125.336,0.482,144,0.0
48.853,42.05864075746444,546,125.233,0.479,144,0.0
49.353,42.41868457640156,560,128.127,0.587,144,0.0
49.855,42.40296598813356,578,132.149,0.574,144,0.0
50.358,42.27752729908861,598,137.32,0.932,144,0.0
50.861,41.65595601308598,435,104.599,1.029,145,1.9860531782360638
51.364,41.82600356007543,467,103.656,0.655,145,0.0
51.865,42.61837143704668,495,116.414,0.984,145,0.0
52.368,42.387275754738305,519,118.259,0.444,145,0.0
52.871,42.74442353424393,539,122.305,0.203,145,0.0
53.53,17.129153645960656,548,125.651,0.541,145,0.0
54.149,9.191698055596481,553,126.294,0.751,145,0.0
54.652,42.49541355198284,568,130.664,0.736,145,0.0
55.154,42.613171605163195,580,133.316,0.386,145,0.0
55.656,42.4565983443772,589,135.276,0.505,145,0.0
56.159,38.36156014688339,560,137.35,0.362,146,1.98620647852268
56.663,44.83713849876103,433,103.382,0.596,146,0.0
57.164,40.99051059212361,451,104.422,0.556,146,0.0
57.664,42.8434983141988,466,104.553,0.487,146,0.0
58.164,42.14328669034841,477,109.936,0.331,146,0.0
58.665,42.04337646094709,486,111.817,0.892,146,0.0
59.166,41.86665314365711,494,114.153,0.479,146,0.0
59.667,42.24559356912523,499,117.281,0.413,146,0.0
