t,goodput_mbps,cwnd,rtt_ms,rttvar_ms,retrans,loss
15.0,45.31744,24,0.571,0.105,21,0.0
15.2,41.59552,17,0.393,0.022,22,5.0
15.4,41.6352,25,0.513,0.042,22,0.0
15.6,44.56448,24,0.437,0.052,23,5.0
15.8,44.56448,24,0.411,0.029,23,0.0
16.0,43.90912,24,0.496,0.1,23,0.0
16.2,0.65536,24,0.496,0.1,23,0.0
16.4,41.28768,24,0.486,0.098,23,0.0
16.6,41.28768,24,0.429,0.052,23,0.0
16.8,44.56448,24,0.523,0.089,23,0.0
17.0,44.56448,23,0.413,0.017,24,5.0
17.2,43.90912,25,0.412,0.053,24,0.0
17.4,41.94304,25,0.425,0.061,24,0.0
17.6,41.65344,25,0.419,0.071,24,0.0
17.8,44.08288,101,0.366,0.035,24,0.0
18.0,44.68032,101,0.396,0.034,24,0.0
18.2,0.65536,101,0.396,0.034,24,0.0
18.4,42.5984,101,0.434,0.086,24,0.0
18.6,43.2752,70,0.457,0.025,25,5.0
18.8,0.65536,70,0.457,0.025,25,0.0
19.0,41.28768,70,0.455,0.024,25,0.0
19.2,43.90912,70,0.46,0.077,25,0.0
19.4,44.56448,49,0.393,0.054,26,5.0
19.6,43.50368,34,0.554,0.055,27,5.0
19.8,1.0608,34,0.557,0.021,27,0.0
20.0,43.90912,24,0.474,0.057,28,5.0
20.2,41.65344,24,0.416,0.02,28,0.0
20.4,41.57728,24,0.464,0.11,28,0.0
20.6,44.56448,24,0.387,0.032,28,0.0
20.8,43.90912,24,0.426,0.036,28,0.0
21.0,44.95168,24,0.506,0.076,29,5.0
21.2,0.65536,24,0.506,0.076,29,0.0
21.4,41.28768,24,0.501,0.068,29,0.0
21.6,41.28768,24,0.483,0.081,29,0.0
21.8,44.56448,25,0.412,0.062,30,5.0
22.0,44.56448,25,0.424,0.054,30,0.0
22.2,43.90912,24,0.403,0.011,31,5.0
22.4,41.94304,24,0.398,0.022,31,0.0
22.6,41.76928,19,0.509,0.098,32,5.0
22.8,41.056,20,0.412,0.078,33,5.0
23.0,44.96992,24,0.417,0.025,33,0.0
23.2,0.65536,24,0.417,0.025,33,0.0
23.4,42.7904,24,0.389,0.043,33,0.0
23.6,44.96992,26,0.441,0.047,33,0.0
23.8,42.00096,25,0.434,0.034,34,5.0
24.0,43.50368,25,0.478,0.089,34,0.0
24.2,44.96992,25,0.463,0.043,34,0.0
24.4,43.32992,27,0.414,0.057,34,0.0
24.6,45.14368,27,0.548,0.091,34,0.0
24.8,41.94304,27,0.48,0.031,34,0.0
25.0,41.28768,29,0.438,0.029,34,0.0
25.2,0.65536,29,0.438,0.029,34,0.0
25.4,43.73536,29,0.414,0.028,34,0.0
25.6,44.73824,24,0.479,0.017,35,5.0
25.8,43.90912,23,0.407,0.051,36,5.0
26.0,41.94304,26,0.508,0.057,36,0.0
26.2,40.94016,26,0.422,0.036,36,0.0
26.4,44.912,26,0.426,0.02,36,0.0
26.6,43.98528,26,0.398,0.025,37,5.0
26.8,44.48832,26,0.482,0.022,38,5.0
27.0,41.94304,26,0.44,0.021,38,0.0
27.2,41.94304,26,0.44,0.063,38,0.0
27.4,43.79328,19,0.417,0.034,39,5.0
27.6,44.68032,23,0.43,0.061,41,10.0
27.8,43.25376,25,0.414,0.034,41,0.0
28.0,43.15936,25,0.47,0.075,41,0.0
28.2,41.94304,22,0.466,0.049,42,5.0
28.4,41.28768,26,0.434,0.032,43,5.0
28.6,44.56448,26,0.452,0.03,43,0.0
28.8,43.5616,23,0.47,0.074,44,5.0
29.0,44.912,26,0.458,0.093,44,0.0
29.2,41.94304,23,0.473,0.076,45,5.0
29.4,41.28768,25,0.44,0.063,45,0.0
29.6,43.90912,25,0.652,0.363,45,0.0
29.8,45.4912,25,0.636,0.205,45,0.0
30.0,43.79328,25,0.515,0.076,45,0.0
30.2,42.05888,25,0.499,0.095,46,5.0
30.4,41.28768,25,0.787,0.131,46,0.0
30.6,44.56448,25,0.43,0.021,47,5.0
30.8,44.56448,25,0.43,0.02,48,5.0
31.0,43.25376,25,0.479,0.047,48,0.0
31.2,0.65536,25,0.479,0.047,48,0.0
31.4,42.73568,30,0.426,0.024,49,5.0
31.6,41.94304,31,0.461,0.056,49,0.0
31.8,43.90912,24,0.418,0.03,50,5.0
32.0,44.56448,24,0.472,0.109,50,0.0
32.2,43.25376,25,0.418,0.019,51,5.0
32.4,45.7808,25,0.386,0.027,51,0.0
32.6,41.94304,25,0.437,0.029,51,0.0
32.8,41.056,27,0.442,0.057,51,0.0
33.0,44.79616,27,0.462,0.084,51,0.0
33.2,43.90912,27,0.424,0.041,51,0.0
33.4,44.56448,27,0.454,0.092,51,0.0
33.6,41.94304,27,0.465,0.037,51,0.0
33.8,41.28768,27,0.411,0.035,51,0.0
34.0,44.56448,38,0.431,0.027,51,0.0
34.2,0.65536,38,0.431,0.027,51,0.0
34.4,43.90912,38,0.518,0.052,51,0.0
34.6,43.90912,38,0.381,0.033,51,0.0
34.8,0.65536,38,0.381,0.033,51,0.0
35.0,41.28768,26,0.423,0.051,52,5.0
35.2,41.28768,27,0.527,0.094,52,0.0
35.4,44.56448,27,0.366,0.038,52,0.0
35.6,0.65536,27,0.366,0.038,52,0.0
35.8,43.25376,27,0.398,0.036,52,0.0
36.0,44.60416,24,0.407,0.011,53,5.0
36.2,41.94304,24,0.398,0.05,53,0.0
36.4,0.65536,24,0.398,0.05,53,0.0
36.6,41.28768,20,0.517,0.147,54,5.0
36.8,43.50368,25,0.372,0.032,54,0.0
37.0,44.96992,24,0.475,0.068,55,5.0
37.2,43.25376,23,0.384,0.012,56,5.0
37.4,43.21728,23,0.472,0.098,56,0.0
37.6,41.94304,23,0.51,0.079,56,0.0
37.8,0.65536,23,0.51,0.079,56,0.0
38.0,43.25376,24,0.416,0.013,56,0.0
38.2,44.56448,24,0.477,0.049,57,5.0
38.4,43.25376,24,0.406,0.071,57,0.0
38.6,45.25952,25,0.413,0.024,57,0.0
38.8,41.94304,25,0.512,0.124,57,0.0
39.0,0.65536,25,0.512,0.124,57,0.0
39.2,40.34272,27,0.436,0.024,57,0.0
39.4,44.85408,27,0.568,0.098,57,0.0
39.6,44.56448,27,0.461,0.059,57,0.0
39.8,43.25376,27,0.494,0.093,57,0.0
40.0,42.9856,22,0.432,0.025,59,10.0
40.2,40.94016,25,0.414,0.037,59,0.0
40.4,44.73824,25,0.449,0.046,59,0.0
40.6,0.65536,25,0.449,0.046,59,0.0
40.8,44.08288,25,0.457,0.075,60,5.0
41.0,43.90912,25,0.408,0.027,60,0.0
41.2,41.94304,25,0.392,0.015,60,0.0
41.4,41.94304,24,0.406,0.031,61,5.0
41.6,43.90912,24,0.433,0.021,62,5.0
41.8,44.56448,24,0.538,0.048,62,0.0
42.0,43.90912,24,0.381,0.007,62,0.0
42.2,41.94304,24,0.508,0.083,62,0.0
42.4,41.94304,24,0.453,0.055,62,0.0
42.6,40.99808,17,0.531,0.114,63,5.0
42.8,42.23264,25,0.483,0.028,63,0.0
43.0,43.90912,25,0.465,0.082,63,0.0
43.2,44.56448,26,0.392,0.018,63,0.0
43.4,41.94304,26,0.512,0.036,63,0.0
43.6,41.28768,26,0.418,0.045,63,0.0
43.8,0.65536,26,0.418,0.045,63,0.0
44.0,43.90912,26,0.472,0.035,63,0.0
44.2,44.15904,19,0.407,0.03,64,5.0
44.4,44.31456,24,0.479,0.014,64,0.0
44.6,41.94304,25,0.476,0.06,64,0.0
44.8,41.28768,25,0.471,0.027,64,0.0
45.0,44.44864,25,0.502,0.043,64,0.0
