t,goodput_mbps,cwnd,rtt_ms,rttvar_ms,retrans,loss
19.545,42.531032069580874,302,69.742,0.377,12,1.991397822915178
20.047,42.543535303280024,306,71.1,0.614,12,0.0
20.55,42.53851565603863,309,70.646,0.669,13,1.9853556317010954
21.05,42.7040207707204,312,70.147,0.624,14,1.9994975399000514
21.555,42.40297487708126,220,72.89,1.091,15,1.9826659298780849
22.058,42.708510284440855,318,72.962,0.764,16,1.988730396256868
22.559,38.1557892707894,224,50.316,0.582,20,7.979324508010611
23.06,42.76021592822216,229,51.319,0.577,20,0.0
23.562,42.68912092744,234,52.697,0.694,20,0.0
24.062,42.75872356589942,239,54.812,0.457,20,0.0
24.564,42.594824217214246,244,55.767,0.627,20,0.0
25.065,42.66558032600435,249,56.701,0.745,20,0.0
25.568,42.71835133669701,253,57.159,0.423,20,0.0
26.072,42.477229483431415,258,59.052,0.716,20,0.0
26.572,42.67049136229496,262,59.726,0.722,20,0.0
27.073,42.64911348561246,267,60.979,0.407,20,0.0
27.574,42.646587479149765,280,63.544,0.94,20,0.0
28.078,42.58119224686157,298,68.14,0.58,20,0.0
28.58,42.67050801797075,309,70.426,0.291,21,1.9887803742372507
29.084,42.633332422754734,312,71.617,0.505,22,1.9870476999007969
29.587,42.606157249782036,314,72.789,0.808,23,1.9885125970301532
30.093,38.4976164117201,268,62.859,2.395,25,3.9483438914538294
30.595,46.87047506996926,224,45.622,0.58,27,3.9841481532142544
31.097,42.61621309920075,244,55.233,0.958,27,0.0
31.597,42.698038198397995,262,59.59,0.497,27,0.0
32.1,42.55291170194774,278,62.53,0.666,27,0.0
32.602,42.62035059713068,289,67.377,0.678,27,0.0
33.102,42.70078413409615,299,68.464,0.362,27,0.0
33.603,42.50570943162786,304,69.536,1.497,28,1.9966410876478093
34.105,42.73204346705187,308,70.312,0.559,28,0.0
34.65,18.96832113710002,217,53.572,5.853,36,14.69697010842785
35.15,0.2746840385540975,217,38.751,3.984,50,27.9605088104741
35.652,25.56237385499814,220,47.928,1.378,62,23.926741786474725
36.153,42.729630046318604,239,53.039,0.35,62,0.0
36.654,42.495048650053036,256,58.009,0.629,62,0.0
37.157,42.66865909255898,271,62.473,0.721,62,0.0
37.657,42.66070789722753,282,64.661,0.434,62,0.0
38.157,42.45696961897667,291,67.608,0.767,62,0.0
38.657,42.080080683735005,299,70.586,0.412,62,0.0
39.159,42.418178742258945,303,36.101,4.205,63,1.9943701404421723
39.659,42.23408237331702,306,70.785,0.589,63,0.0
40.162,42.62039106021231,309,52.725,4.499,64,1.9910026872315914
40.805,14.822781775031272,310,71.451,0.639,64,0.0
41.44,9.719045223184999,312,71.612,0.338,64,0.0
41.943,42.45873438753497,314,71.903,0.871,65,1.9907598227906018
42.446,42.26606013893435,318,73.635,0.966,65,0.0
42.948,41.46236310041936,225,37.985,0.803,67,3.983499213377661
43.449,43.23998483912434,245,55.662,0.875,67,0.0
43.951,42.6341742401038,263,59.813,0.375,67,0.0
44.451,42.72876986324479,279,63.594,0.505,67,0.0
44.951,42.280177512635255,291,65.744,0.317,67,0.0
45.453,42.38917449414139,300,69.07,1.201,67,0.0
45.956,42.59564201051212,305,69.579,1.024,68,1.989846540532001
46.461,41.73102644395534,215,70.972,0.685,70,3.955181629069704
46.962,43.11228131277071,234,52.594,0.901,70,0.0
47.463,42.67197361647827,252,57.479,0.911,70,0.0
47.964,42.640686360879194,267,61.078,1.324,70,0.0
48.465,42.47195855847123,279,64.127,0.79,70,0.0
48.967,42.06785005178549,288,66.604,0.425,70,0.0
49.47,42.01716789124312,293,67.494,0.607,71,1.9902242185234973
49.97,42.5580591587954,296,67.965,0.949,72,1.9991001365047167
50.471,42.498790440477066,300,68.652,0.604,72,0.0
50.973,42.62109917657793,303,70.507,1.103,73,1.9910357667400553
51.475,42.60884196981017,307,70.409,0.537,73,0.0
51.977,42.34377855354351,309,70.914,0.754,74,1.9927129195309246
52.478,42.55549383347832,313,72.075,0.584,74,0.0
52.979,42.62293826524478,315,72.353,0.701,75,1.997538738203279
53.479,42.49109605829681,317,73.922,0.469,77,3.9955969693202498
53.979,42.51181068023865,319,70.124,2.606,78,1.998772421417815
54.521,38.80970833169412,283,74.12,0.548,79,1.846890896025025
55.055,46.40522850607263,228,61.274,4.01,81,3.7474488325809645
55.557,42.20115763337696,248,56.851,0.66,81,0.0
56.06,42.80474806581393,266,60.898,0.52,81,0.0
56.561,42.59584974379721,282,65.016,0.517,81,0.0
57.063,42.57605752647959,294,67.173,0.66,81,0.0
57.565,42.60177768195611,298,68.127,0.432,82,1.9919614934354095
58.067,42.34445730719531,302,68.937,0.36,82,0.0
58.567,42.136835539044704,222,50.972,0.621,84,3.993643387971378
59.068,42.74304279133041,241,54.707,0.39,84,0.0
59.569,42.74674935872067,257,58.034,0.425,84,0.0
