flow_id,src_ip,dst_ip,src_port,dst_port,tx_packets,rx_packets,time_first_tx,time_last_rx,fct_sec,rx_bytes
398,10.0.6.2,10.0.14.2,49166,9014,46831,46447,0.119900000,1.189588986,1.069688986,69524112
400,10.0.6.2,10.0.15.2,49167,9015,46752,46432,0.120000000,1.189747921,1.069747921,69523332
402,10.0.6.2,10.0.16.2,49168,9016,46670,46350,0.120100000,1.327765515,1.207665515,69519068
404,10.0.6.2,10.0.17.2,49169,9017,46926,46350,0.120200000,1.248403453,1.128203453,69519068
406,10.0.6.2,10.0.18.2,49170,9018,46926,46350,0.120300000,1.253835606,1.133535606,69519068
408,10.0.6.2,10.0.19.2,49171,9019,46862,46350,0.120400000,2.180213531,2.059813531,69519068
410,10.0.6.2,10.0.20.2,49172,9020,46885,46373,0.120500000,2.181266535,2.060766535,69520264
412,10.0.6.2,10.0.21.2,49173,9021,47053,46349,0.120600000,1.255799558,1.135199558,69519016
414,10.0.6.2,10.0.22.2,49174,9022,47054,46350,0.120700000,1.255436066,1.134736066,69519068
416,10.0.6.2,10.0.23.2,49175,9023,47054,46350,0.120800000,1.255864651,1.135064651,69519068
418,10.0.6.2,10.0.24.2,49176,9024,46925,46349,0.120900000,0.231294063,0.110394063,69519016
420,10.0.6.2,10.0.25.2,49177,9025,48709,47081,0.121000000,3.161266076,3.040266076,69582488
422,10.0.6.2,10.0.26.2,49178,9026,61100,61099,0.121100000,3.126733969,3.005633969,70286016
423,10.0.6.2,10.0.27.2,49179,9027,46861,46349,0.121200000,0.233501476,0.112301476,69519016
424,10.0.6.2,10.0.28.2,49180,9028,46733,46349,0.121300000,0.230875337,0.109575337,69519016
426,10.0.6.2,10.0.29.2,49181,9029,46795,46351,0.121400000,1.255226312,1.133826312,69519120
429,10.0.6.2,10.0.30.2,49182,9030,46658,46402,0.121500000,0.224261803,0.102761803,69521772
431,10.0.6.2,10.0.31.2,49183,9031,46605,46349,0.121600000,0.234222712,0.112622712,69519016
433,10.0.7.2,10.0.0.2,49153,9000,47828,47381,0.121700000,1.195828391,1.074128391,69638104
436,10.0.7.2,10.0.1.2,49154,9001,47523,47075,0.121800000,1.197928092,1.076128092,69616272
438,10.0.7.2,10.0.2.2,49155,9002,68151,67831,0.121900000,0.159076175,0.037176175,70722464
440,10.0.7.2,10.0.3.2,49156,9003,68763,68443,0.122000000,0.159376980,0.037376980,70734176
442,10.0.7.2,10.0.4.2,49157,9004,47063,46679,0.122100000,1.203758488,1.081658488,69558072
444,10.0.7.2,10.0.5.2,49158,9005,46863,46607,0.122200000,0.159139494,0.036939494,69532432
446,10.0.7.2,10.0.6.2,49159,9006,46907,46523,0.122300000,1.206012630,1.083712630,69528064
448,10.0.7.2,10.0.8.2,49160,9008,47221,46645,0.122400000,1.225584216,1.103184216,69566104
450,10.0.7.2,10.0.9.2,49161,9009,46996,46548,0.122500000,1.197791002,1.075291002,69529364
452,10.0.7.2,10.0.10.2,49162,9010,46912,46464,0.122600000,1.223279118,1.100679118,69524996
453,10.0.7.2,10.0.11.2,49163,9011,46998,46486,0.122700000,1.207755956,1.085055956,69526140
455,10.0.7.2,10.0.12.2,49164,9012,46884,46436,0.122800000,1.210947111,1.088147111,69523540
457,10.0.7.2,10.0.13.2,49165,9013,46881,46433,0.122900000,1.198186499,1.075286499,69523384
459,10.0.7.2,10.0.14.2,49166,9014,46773,46389,0.123000000,1.198483086,1.075483086,69521096
461,10.0.7.2,10.0.15.2,49167,9015,46740,46356,0.123100000,1.198538944,1.075438944,69519380
463,10.0.7.2,10.0.16.2,49168,9016,46926,46350,0.123200000,1.249346007,1.126146007,69519068
465,10.0.7.2,10.0.17.2,49169,9017,46926,46350,0.123300000,1.252456680,1.129156680,69519068
467,10.0.7.2,10.0.18.2,49170,9018,61100,61099,0.123400000,3.129033924,3.005633924,70286016
469,10.0.7.2,10.0.19.2,49171,9019,46911,46351,0.123500000,2.193856825,2.070356825,69519120
470,10.0.7.2,10.0.20.2,49172,9020,46990,46350,0.123600000,1.257543419,1.133943419,69519068
472,10.0.7.2,10.0.21.2,49173,9021,46914,46402,0.123700000,1.257711687,1.134011687,69521772
474,10.0.7.2,10.0.22.2,49174,9022,47024,46351,0.123800000,2.197084069,2.073284069,69519120
476,10.0.7.2,10.0.23.2,49175,9023,46861,46349,0.123900000,0.229617820,0.105717820,69519016
478,10.0.7.2,10.0.24.2,49176,9024,46786,46402,0.124000000,0.234780319,0.110780319,69521772
480,10.0.7.2,10.0.25.2,49177,9025,46786,46402,0.124100000,0.231824581,0.107724581,69521772
482,10.0.7.2,10.0.26.2,49178,9026,46722,46402,0.124200000,0.231611492,0.107411492,69521772
484,10.0.7.2,10.0.27.2,49179,9027,46786,46402,0.124300000,0.237441007,0.113141007,69521772
486,10.0.7.2,10.0.28.2,49180,9028,46658,46402,0.124400000,0.234665256,0.110265256,69521772
488,10.0.7.2,10.0.29.2,49181,9029,46658,46402,0.124500000,0.230068206,0.105568206,69521772
490,10.0.7.2,10.0.30.2,49182,9030,46657,46401,0.124600000,0.307522990,0.182922990,69521720
492,10.0.7.2,10.0.31.2,49183,9031,46658,46402,0.124700000,0.234583614,0.109883614,69521772
494,10.0.8.2,10.0.0.2,49153,9000,47968,47392,0.124800000,1.256217185,1.131417185,69627956
497,10.0.8.2,10.0.1.2,49154,9001,48565,47797,0.124900000,1.252069942,1.127169942,69633760
499,10.0.8.2,10.0.2.2,49155,9002,47392,46816,0.125000000,1.260571967,1.135571967,69598516
501,10.0.8.2,10.0.3.2,49156,9003,70880,70496,0.125100000,0.145743215,0.020643215,70844004
503,10.0.8.2,10.0.4.2,49157,9004,47247,46607,0.125200000,1.261739668,1.136539668,69532432
505,10.0.8.2,10.0.5.2,49158,9005,47109,46533,0.125300000,1.270000554,1.144700554,69528584
507,10.0.8.2,10.0.6.2,49159,9006,46800,46352,0.125400000,1.266058962,1.140658962,69519172
509,10.0.8.2,10.0.7.2,49160,9007,46903,46455,0.125500000,1.262712217,1.137212217,69524528
511,10.0.8.2,10.0.9.2,49161,9009,47197,46621,0.125600000,1.260389315,1.134789315,69533160
512,10.0.8.2,10.0.10.2,49162,9010,46981,46469,0.125700000,1.260673418,1.134973418,69525256
515,10.0.8.2,10.0.11.2,49163,9011,46877,46365,0.125800000,1.243728974,1.117928974,69519848
517,10.0.8.2,10.0.12.2,49164,9012,46941,46429,0.125900000,1.261067238,1.135167238,69523176
518,10.0.8.2,10.0.13.2,49165,9013,46798,46350,0.126000000,1.247730355,1.121730355,69519068
521,10.0.8.2,10.0.14.2,49166,9014,46670,46350,0.126100000,1.261698576,1.135598576,69519068
522,10.0.8.2,10.0.15.2,49167,9015,46735,46351,0.126200000,1.258716299,1.132516299,69519120
523,10.0.8.2,10.0.16.2,49168,9016,47001,46361,0.126300000,1.265225684,1.138925684,69519640
526,10.0.8.2,10.0.17.2,49169,9017,46798,46350,0.126400000,1.264000553,1.137600553,69519068
