flow_id,src_ip,dst_ip,src_port,dst_port,tx_packets,rx_packets,time_first_tx,time_last_rx,fct_sec,rx_bytes
473,10.0.7.2,10.0.20.2,49172,9020,46567,46349,0.123600000,0.386164259,0.262564259,69519016
475,10.0.7.2,10.0.21.2,49173,9021,46704,46349,0.123700000,0.334578078,0.210878078,69519016
477,10.0.7.2,10.0.22.2,49174,9022,46735,46349,0.123800000,0.335386905,0.211586905,69519016
478,10.0.7.2,10.0.23.2,49175,9023,46768,46349,0.123900000,0.333516657,0.209616657,69519016
480,10.0.7.2,10.0.24.2,49176,9024,46542,46350,0.124000000,1.224290793,1.100290793,69519068
482,10.0.7.2,10.0.25.2,49177,9025,46542,46350,0.124100000,1.224313820,1.100213820,69519068
484,10.0.7.2,10.0.26.2,49178,9026,46542,46350,0.124200000,1.224331298,1.100131298,69519068
486,10.0.7.2,10.0.27.2,49179,9027,46602,46350,0.124300000,1.224508107,1.100208107,69519068
488,10.0.7.2,10.0.28.2,49180,9028,46542,46350,0.124400000,1.224342487,1.099942487,69519068
490,10.0.7.2,10.0.29.2,49181,9029,46541,46349,0.124500000,1.224369803,1.099869803,69519016
492,10.0.7.2,10.0.30.2,49182,9030,46471,46349,0.124600000,1.234835260,1.110235260,69519016
494,10.0.7.2,10.0.31.2,49183,9031,46543,46351,0.124700000,1.224526651,1.099826651,69519120
496,10.0.8.2,10.0.0.2,49153,9000,46978,46914,0.124800000,0.252604393,0.127804393,69565772
499,10.0.8.2,10.0.1.2,49154,9001,47217,47153,0.124900000,0.252741126,0.127841126,69578200
501,10.0.8.2,10.0.2.2,49155,9002,56728,56728,0.125000000,0.256341912,0.131341912,70058724
503,10.0.8.2,10.0.3.2,49156,9003,56728,56728,0.125100000,0.256400717,0.131300717,70058724
505,10.0.8.2,10.0.4.2,49157,9004,46743,46679,0.125200000,0.256255408,0.131055408,69553552
507,10.0.8.2,10.0.5.2,49158,9005,46382,46349,0.125300000,0.261454872,0.136154872,69519016
509,10.0.8.2,10.0.6.2,49159,9006,56728,56728,0.125400000,0.256516487,0.131116487,70058724
511,10.0.8.2,10.0.7.2,49160,9007,56728,56728,0.125500000,0.256519265,0.131019265,70058724
513,10.0.8.2,10.0.9.2,49161,9009,48468,48404,0.125600000,0.240543436,0.114943436,69642668
515,10.0.8.2,10.0.10.2,49162,9010,47011,46947,0.125700000,0.251836315,0.126136315,69567416
517,10.0.8.2,10.0.11.2,49163,9011,46705,46641,0.125800000,0.253853536,0.128053536,69551576
519,10.0.8.2,10.0.12.2,49164,9012,46581,46517,0.125900000,0.254554915,0.128654915,69527752
521,10.0.8.2,10.0.13.2,49165,9013,56728,56728,0.126000000,0.255515782,0.129515782,70058724
523,10.0.8.2,10.0.14.2,49166,9014,56728,56728,0.126100000,0.255782037,0.129682037,70058724
525,10.0.8.2,10.0.15.2,49167,9015,56728,56728,0.126200000,0.255955375,0.129755375,70058724
